#width,height,fps_,baseline,Lcenter_x,Lcenter_y,Lvfov,Lhfox,Rcenter_x,Rcenter_y,Rvfov,Lhfov
1280,720,30,63.0351,635.859,363.578,0.965266,1.49989,635.859,363.578,0.965266,1.49989
